Rank,Team,Points,Last Year,Change,Year,Season,Gender,Division,Description
13.0,ARIZONA STATE,15.0,MPSF,▲14(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
14.0,PURDUE,14.0,Big Ten,◀▶(LW: 14),2018,Indoor Track,Women,I,FINAL - March 10th
14.0,MINNESOTA,14.0,Big Ten,NR,2018,Indoor Track,Women,I,FINAL - March 10th
14.0,VIRGINIA TECH,14.0,ACC,▲13(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
17.0,BOISE STATE,12.0,Mountain West,NR,2018,Indoor Track,Women,I,FINAL - March 10th
17.0,KANSAS,12.0,Big 12,▲35(LW: 52),2018,Indoor Track,Women,I,FINAL - March 10th
17.0,SAN DIEGO STATE,12.0,Mountain West,▲4(LW: 21),2018,Indoor Track,Women,I,FINAL - March 10th
20.0,AUBURN,11.0,SEC,▲16(LW: 36),2018,Indoor Track,Women,I,FINAL - March 10th
20.0,COLORADO,11.0,MPSF,▼13(LW: 7),2018,Indoor Track,Women,I,FINAL - March 10th
20.0,MISSISSIPPI STATE,11.0,SEC,▲1(LW: 21),2018,Indoor Track,Women,I,FINAL - March 10th
23.0,NEW HAMPSHIRE,10.0,America East,▲4(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
23.0,NORTH CAROLINA,10.0,ACC,▲18(LW: 41),2018,Indoor Track,Women,I,FINAL - March 10th
23.0,HARVARD,10.0,Ivy League,▲33(LW: 56),2018,Indoor Track,Women,I,FINAL - March 10th
26.0,FLORIDA STATE,9.0,ACC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
27.0,OKLAHOMA,8.0,Big 12,▲14(LW: 41),2018,Indoor Track,Women,I,FINAL - March 10th
27.0,KANSAS STATE,8.0,Big 12,◀▶(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
27.0,UCLA,8.0,MPSF,NR,2018,Indoor Track,Women,I,FINAL - March 10th
27.0,VILLANOVA,8.0,Big East,▲29(LW: 56),2018,Indoor Track,Women,I,FINAL - March 10th
27.0,LOUISVILLE,8.0,ACC,▼9(LW: 18),2018,Indoor Track,Women,I,FINAL - March 10th
32.0,IOWA,7.0,Big Ten,▲9(LW: 41),2018,Indoor Track,Women,I,FINAL - March 10th
32.0,IOWA STATE,7.0,Big 12,▲15(LW: 47),2018,Indoor Track,Women,I,FINAL - March 10th
32.0,AKRON,7.0,Mid-American,▲7(LW: 39),2018,Indoor Track,Women,I,FINAL - March 10th
35.0,WISCONSIN,6.0,Big Ten,▲17(LW: 52),2018,Indoor Track,Women,I,FINAL - March 10th
35.0,OLE MISS,6.0,SEC,▼23(LW: 12),2018,Indoor Track,Women,I,FINAL - March 10th
37.0,NORTHERN ARIZONA,5.0,Big Sky,NR,2018,Indoor Track,Women,I,FINAL - March 10th
37.0,TEXAS TECH,5.0,Big 12,▲9(LW: 46),2018,Indoor Track,Women,I,FINAL - March 10th
37.0,INDIANA,5.0,Big Ten,▲10(LW: 47),2018,Indoor Track,Women,I,FINAL - March 10th
40.0,PENN STATE,4.0,Big Ten,▼30(LW: 10),2018,Indoor Track,Women,I,FINAL - March 10th
40.0,FLORIDA INTERNATIONAL,4.0,Conference USA,NR,2018,Indoor Track,Women,I,FINAL - March 10th
40.0,NORTH CAROLINA A&T,4.0,MEAC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
40.0,CAMPBELL,4.0,Big South,NR,2018,Indoor Track,Women,I,FINAL - March 10th
40.0,TENNESSEE,4.0,SEC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
45.0,PROVIDENCE,3.0,Big East,▼4(LW: 41),2018,Indoor Track,Women,I,FINAL - March 10th
45.0,ALABAMA,3.0,SEC,▼42(LW: 3),2018,Indoor Track,Women,I,FINAL - March 10th
45.0,OKLAHOMA STATE,3.0,Big 12,▼6(LW: 39),2018,Indoor Track,Women,I,FINAL - March 10th
45.0,BYU,3.0,MPSF,▼27(LW: 18),2018,Indoor Track,Women,I,FINAL - March 10th
45.0,MIAMI (FLA.),3.0,ACC,▼37(LW: 8),2018,Indoor Track,Women,I,FINAL - March 10th
45.0,OHIO STATE,3.0,Big Ten,▼18(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
51.0,NC STATE,2.0,ACC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
51.0,AIR FORCE,2.0,Mountain West,▼4(LW: 47),2018,Indoor Track,Women,I,FINAL - March 10th
51.0,EASTERN MICHIGAN,2.0,Mid-American,▼4(LW: 47),2018,Indoor Track,Women,I,FINAL - March 10th
54.0,NOTRE DAME,1.0,ACC,▼21(LW: 33),2018,Indoor Track,Women,I,FINAL - March 10th
54.0,TEXAS STATE,1.0,Sun Belt,NR,2018,Indoor Track,Women,I,FINAL - March 10th
54.0,TEXAS,1.0,Big 12,▼29(LW: 25),2018,Indoor Track,Women,I,FINAL - March 10th
54.0,SYRACUSE,1.0,ACC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
54.0,DUKE,1.0,ACC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
54.0,SOUTH CAROLINA,1.0,SEC,▼29(LW: 25),2018,Indoor Track,Women,I,FINAL - March 10th
54.0,BAYLOR,1.0,Big 12,▼40(LW: 14),2018,Indoor Track,Women,I,FINAL - March 10th
54.0,NORTHERN ILLINOIS,1.0,Mid-American,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,BINGHAMTON,0.0,America East,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,WEST VIRGINIA,0.0,Big 12,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,UT ARLINGTON,0.0,Sun Belt,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,WASHINGTON STATE,0.0,MPSF,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,UTAH,0.0,MPSF,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,WASHINGTON,0.0,MPSF,▼7(LW: 55),2018,Indoor Track,Women,I,FINAL - March 10th
62.0,BETHUNE-COOKMAN,0.0,MEAC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,UC SANTA BARBARA,0.0,Independent (DI),NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,BOWLING GREEN,0.0,Mid-American,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,NEBRASKA,0.0,Big Ten,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,MICHIGAN,0.0,Big Ten,▼48(LW: 14),2018,Indoor Track,Women,I,FINAL - March 10th
62.0,KENT STATE,0.0,Mid-American,▼35(LW: 27),2018,Indoor Track,Women,I,FINAL - March 10th
62.0,SAMFORD,0.0,Southern,▼41(LW: 21),2018,Indoor Track,Women,I,FINAL - March 10th
62.0,EASTERN ILLINOIS,0.0,Ohio Valley,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,COLUMBIA,0.0,Ivy League,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,CLEMSON,0.0,ACC,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,CALIFORNIA,0.0,MPSF,NR,2018,Indoor Track,Women,I,FINAL - March 10th
62.0,SOUTH DAKOTA,0.0,Summit League,NR,2018,Indoor Track,Women,I,FINAL - March 10th
1.0,TEXAS A&M,46.0,SEC,▲9(LW: 10),2017,Indoor Track,Men,I,FINAL - March 11th
2.0,FLORIDA,45.5,SEC,▲5(LW: 7),2017,Indoor Track,Men,I,FINAL - March 11th
3.0,OREGON,38.0,MPSF,▼2(LW: 1),2017,Indoor Track,Men,I,FINAL - March 11th
4.0,GEORGIA,35.5,SEC,▲20(LW: 24),2017,Indoor Track,Men,I,FINAL - March 11th
5.0,ARKANSAS,33.0,SEC,▼3(LW: 2),2017,Indoor Track,Men,I,FINAL - March 11th
6.0,LSU,30.0,SEC,▼2(LW: 4),2017,Indoor Track,Men,I,FINAL - March 11th
7.0,VIRGINIA TECH,23.5,ACC,▲8(LW: 15),2017,Indoor Track,Men,I,FINAL - March 11th
8.0,ALABAMA,22.0,SEC,▲56(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
9.0,TEXAS,21.0,Big 12,▼4(LW: 5),2017,Indoor Track,Men,I,FINAL - March 11th
10.0,SYRACUSE,20.0,ACC,▲1(LW: 11),2017,Indoor Track,Men,I,FINAL - March 11th
10.0,TENNESSEE,20.0,SEC,▼7(LW: 3),2017,Indoor Track,Men,I,FINAL - March 11th
12.0,COLORADO STATE,18.0,Mountain West,▲22(LW: 34),2017,Indoor Track,Men,I,FINAL - March 11th
13.0,TULSA,14.0,American,▲51(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
14.0,SOUTHERN ILLINOIS,13.0,Missouri Valley,▲9(LW: 23),2017,Indoor Track,Men,I,FINAL - March 11th
14.0,TEXAS TECH,13.0,Big 12,▲6(LW: 20),2017,Indoor Track,Men,I,FINAL - March 11th
16.0,HOUSTON,12.0,American,◀▶(LW: 16),2017,Indoor Track,Men,I,FINAL - March 11th
16.0,VIRGINIA,12.0,ACC,▼8(LW: 8),2017,Indoor Track,Men,I,FINAL - March 11th
16.0,GEORGETOWN,12.0,Big East,NR,2017,Indoor Track,Men,I,FINAL - March 11th
16.0,OLE MISS,12.0,SEC,▲11(LW: 27),2017,Indoor Track,Men,I,FINAL - March 11th
16.0,COLORADO,12.0,MPSF,◀▶(LW: 16),2017,Indoor Track,Men,I,FINAL - March 11th
21.0,SOUTHERN CALIFORNIA,11.0,MPSF,▲6(LW: 27),2017,Indoor Track,Men,I,FINAL - March 11th
22.0,NEW MEXICO,10.0,Mountain West,NR,2017,Indoor Track,Men,I,FINAL - March 11th
22.0,UTEP,10.0,Conference USA,▲29(LW: 51),2017,Indoor Track,Men,I,FINAL - March 11th
22.0,KENTUCKY,10.0,SEC,NR,2017,Indoor Track,Men,I,FINAL - March 11th
22.0,MICHIGAN,10.0,Big Ten,▲36(LW: 58),2017,Indoor Track,Men,I,FINAL - March 11th
22.0,SOUTH DAKOTA,10.0,Summit League,NR,2017,Indoor Track,Men,I,FINAL - March 11th
27.0,AKRON,9.0,Mid-American,▼7(LW: 20),2017,Indoor Track,Men,I,FINAL - March 11th
27.0,KANSAS,9.0,Big 12,NR,2017,Indoor Track,Men,I,FINAL - March 11th
29.0,INDIANA,7.0,Big Ten,NR,2017,Indoor Track,Men,I,FINAL - March 11th
30.0,MIDDLE TENNESSEE,6.0,Conference USA,▼3(LW: 27),2017,Indoor Track,Men,I,FINAL - March 11th
30.0,YOUNGSTOWN STATE,6.0,Horizon,▲34(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
30.0,OKLAHOMA STATE,6.0,Big 12,▼6(LW: 24),2017,Indoor Track,Men,I,FINAL - March 11th
30.0,ARKANSAS STATE,6.0,Sun Belt,NR,2017,Indoor Track,Men,I,FINAL - March 11th
30.0,CAMPBELL,6.0,Big South,NR,2017,Indoor Track,Men,I,FINAL - March 11th
30.0,ILLINOIS,6.0,Big Ten,▲34(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
36.0,PENN STATE,5.0,Big Ten,▲22(LW: 58),2017,Indoor Track,Men,I,FINAL - March 11th
36.0,IOWA,5.0,Big Ten,▲1(LW: 37),2017,Indoor Track,Men,I,FINAL - March 11th
36.0,MICHIGAN STATE,5.0,Big Ten,NR,2017,Indoor Track,Men,I,FINAL - March 11th
36.0,SOUTH CAROLINA,5.0,SEC,▲15(LW: 51),2017,Indoor Track,Men,I,FINAL - March 11th
36.0,CORNELL,5.0,Ivy League,NR,2017,Indoor Track,Men,I,FINAL - March 11th
36.0,OKLAHOMA,5.0,Big 12,NR,2017,Indoor Track,Men,I,FINAL - March 11th
42.0,BAYLOR,4.0,Big 12,▼8(LW: 34),2017,Indoor Track,Men,I,FINAL - March 11th
42.0,NC STATE,4.0,ACC,▼28(LW: 14),2017,Indoor Track,Men,I,FINAL - March 11th
42.0,WAKE FOREST,4.0,ACC,▲2(LW: 44),2017,Indoor Track,Men,I,FINAL - March 11th
42.0,SIUE,4.0,OVC,NR,2017,Indoor Track,Men,I,FINAL - March 11th
42.0,WASHINGTON,4.0,MPSF,▼36(LW: 6),2017,Indoor Track,Men,I,FINAL - March 11th
42.0,CINCINNATI,4.0,American,▲2(LW: 44),2017,Indoor Track,Men,I,FINAL - March 11th
48.0,KANSAS STATE,3.5,Big 12,▼8(LW: 40),2017,Indoor Track,Men,I,FINAL - March 11th
49.0,STANFORD,3.0,MPSF,▼41(LW: 8),2017,Indoor Track,Men,I,FINAL - March 11th
49.0,BUTLER,3.0,Big East,NR,2017,Indoor Track,Men,I,FINAL - March 11th
49.0,NEBRASKA,3.0,Big Ten,▼5(LW: 44),2017,Indoor Track,Men,I,FINAL - March 11th
49.0,CALIFORNIA,3.0,MPSF,NR,2017,Indoor Track,Men,I,FINAL - March 11th
49.0,OHIO STATE,3.0,Big Ten,▼25(LW: 24),2017,Indoor Track,Men,I,FINAL - March 11th
54.0,NOTRE DAME,2.5,ACC,▲10(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
54.0,ARIZONA,2.5,MPSF,▼27(LW: 27),2017,Indoor Track,Men,I,FINAL - March 11th
56.0,RUTGERS,2.0,Big Ten,▲8(LW: 64),2017,Indoor Track,Men,I,FINAL - March 11th
56.0,IONA,2.0,Metro Atlantic,NR,2017,Indoor Track,Men,I,FINAL - March 11th
58.0,NORTHERN ARIZONA,1.0,Big Sky,▼17(LW: 41),2017,Indoor Track,Men,I,FINAL - March 11th
58.0,SAMFORD,1.0,SoCon,NR,2017,Indoor Track,Men,I,FINAL - March 11th
58.0,WISCONSIN,1.0,Big Ten,▼38(LW: 20),2017,Indoor Track,Men,I,FINAL - March 11th
58.0,FLORIDA STATE,1.0,ACC,▼21(LW: 37),2017,Indoor Track,Men,I,FINAL - March 11th
58.0,VILLANOVA,1.0,Big East,▼7(LW: 51),2017,Indoor Track,Men,I,FINAL - March 11th
1.0,OREGON,84.0,MPSF,◀▶(LW: 1),2017,Indoor Track,Women,I,FINAL - March 11th
2.0,GEORGIA,51.0,SEC,▲1(LW: 3),2017,Indoor Track,Women,I,FINAL - March 11th
3.0,ALABAMA,37.0,SEC,▲14(LW: 17),2017,Indoor Track,Women,I,FINAL - March 11th
4.0,SOUTHERN CALIFORNIA,35.0,MPSF,▲6(LW: 10),2017,Indoor Track,Women,I,FINAL - March 11th
5.0,ARKANSAS,32.5,SEC,▼3(LW: 2),2017,Indoor Track,Women,I,FINAL - March 11th
6.0,KENTUCKY,26.0,SEC,▲6(LW: 12),2017,Indoor Track,Women,I,FINAL - March 11th
7.0,COLORADO,21.0,MPSF,▲29(LW: 36),2017,Indoor Track,Women,I,FINAL - March 11th
8.0,MISSOURI,18.0,SEC,NR,2017,Indoor Track,Women,I,FINAL - March 11th
8.0,MIAMI (FLA.),18.0,ACC,▲9(LW: 17),2017,Indoor Track,Women,I,FINAL - March 11th
10.0,STANFORD,14.0,MPSF,▲6(LW: 16),2017,Indoor Track,Women,I,FINAL - March 11th
10.0,PENN STATE,14.0,Big Ten,▲37(LW: 47),2017,Indoor Track,Women,I,FINAL - March 11th
12.0,TEXAS A&M,13.0,SEC,▲24(LW: 36),2017,Indoor Track,Women,I,FINAL - March 11th
12.0,OLE MISS,13.0,SEC,NR,2017,Indoor Track,Women,I,FINAL - March 11th
14.0,MICHIGAN,12.0,Big Ten,▼8(LW: 6),2017,Indoor Track,Women,I,FINAL - March 11th
14.0,PURDUE,12.0,Big Ten,▲19(LW: 33),2017,Indoor Track,Women,I,FINAL - March 11th
14.0,BAYLOR,12.0,Big 12,NR,2017,Indoor Track,Women,I,FINAL - March 11th
14.0,FLORIDA,12.0,SEC,◀▶(LW: 14),2017,Indoor Track,Women,I,FINAL - March 11th
18.0,LSU,11.0,SEC,▼4(LW: 14),2017,Indoor Track,Women,I,FINAL - March 11th
18.0,LOUISVILLE,11.0,ACC,▲7(LW: 25),2017,Indoor Track,Women,I,FINAL - March 11th
18.0,BYU,11.0,MPSF,▲24(LW: 42),2017,Indoor Track,Women,I,FINAL - March 11th
21.0,SAN DIEGO STATE,10.0,Mountain West,NR,2017,Indoor Track,Women,I,FINAL - March 11th
21.0,MISSISSIPPI STATE,10.0,SEC,NR,2017,Indoor Track,Women,I,FINAL - March 11th
21.0,SAMFORD,10.0,SoCon,NR,2017,Indoor Track,Women,I,FINAL - March 11th
21.0,CINCINNATI,10.0,American,▲21(LW: 42),2017,Indoor Track,Women,I,FINAL - March 11th
25.0,TEXAS,9.0,Big 12,▼21(LW: 4),2017,Indoor Track,Women,I,FINAL - March 11th
25.0,SOUTH CAROLINA,9.0,SEC,▲8(LW: 33),2017,Indoor Track,Women,I,FINAL - March 11th
27.0,KANSAS STATE,8.0,Big 12,▼19(LW: 8),2017,Indoor Track,Women,I,FINAL - March 11th
27.0,NEW HAMPSHIRE,8.0,America East,▲6(LW: 33),2017,Indoor Track,Women,I,FINAL - March 11th
27.0,OHIO STATE,8.0,Big Ten,NR,2017,Indoor Track,Women,I,FINAL - March 11th
27.0,ARIZONA STATE,8.0,MPSF,NR,2017,Indoor Track,Women,I,FINAL - March 11th
27.0,VIRGINIA TECH,8.0,ACC,▼2(LW: 25),2017,Indoor Track,Women,I,FINAL - March 11th
27.0,KENT STATE,8.0,Mid-American,NR,2017,Indoor Track,Women,I,FINAL - March 11th
33.0,NOTRE DAME,7.0,ACC,▼28(LW: 5),2017,Indoor Track,Women,I,FINAL - March 11th
33.0,FURMAN,7.0,SoCon,NR,2017,Indoor Track,Women,I,FINAL - March 11th
35.0,ARIZONA,6.5,MPSF,▲19(LW: 54),2017,Indoor Track,Women,I,FINAL - March 11th
36.0,ILLINOIS,6.0,Big Ten,NR,2017,Indoor Track,Women,I,FINAL - March 11th
36.0,AUBURN,6.0,SEC,NR,2017,Indoor Track,Women,I,FINAL - March 11th
36.0,CHARLOTTE,6.0,Conference USA,NR,2017,Indoor Track,Women,I,FINAL - March 11th
39.0,OKLAHOMA STATE,5.0,Big 12,▼29(LW: 10),2017,Indoor Track,Women,I,FINAL - March 11th
39.0,AKRON,5.0,Mid-American,▼3(LW: 36),2017,Indoor Track,Women,I,FINAL - March 11th
41.0,IOWA,4.0,Big Ten,NR,2017,Indoor Track,Women,I,FINAL - March 11th
41.0,NORTH CAROLINA,4.0,ACC,NR,2017,Indoor Track,Women,I,FINAL - March 11th
41.0,PROVIDENCE,4.0,Big East,NR,2017,Indoor Track,Women,I,FINAL - March 11th
41.0,GEORGIA STATE,4.0,Sun Belt,NR,2017,Indoor Track,Women,I,FINAL - March 11th
41.0,OKLAHOMA,4.0,Big 12,▼9(LW: 32),2017,Indoor Track,Women,I,FINAL - March 11th
46.0,TEXAS TECH,3.5,Big 12,NR,2017,Indoor Track,Women,I,FINAL - March 11th
47.0,UTEP,3.0,Conference USA,NR,2017,Indoor Track,Women,I,FINAL - March 11th
47.0,EASTERN MICHIGAN,3.0,Mid-American,NR,2017,Indoor Track,Women,I,FINAL - March 11th
47.0,AIR FORCE,3.0,Mountain West,◀▶(LW: 47),2017,Indoor Track,Women,I,FINAL - March 11th
47.0,IOWA STATE,3.0,Big 12,▼11(LW: 36),2017,Indoor Track,Women,I,FINAL - March 11th
47.0,INDIANA,3.0,Big Ten,NR,2017,Indoor Track,Women,I,FINAL - March 11th
52.0,VANDERBILT,2.0,SEC,▼27(LW: 25),2017,Indoor Track,Women,I,FINAL - March 11th
52.0,KANSAS,2.0,Big 12,▼31(LW: 21),2017,Indoor Track,Women,I,FINAL - March 11th
52.0,WISCONSIN,2.0,Big Ten,▼31(LW: 21),2017,Indoor Track,Women,I,FINAL - March 11th
55.0,WASHINGTON,1.5,MPSF,▼42(LW: 13),2017,Indoor Track,Women,I,FINAL - March 11th
56.0,MIDDLE TENNESSEE,1.0,Conference USA,NR,2017,Indoor Track,Women,I,FINAL - March 11th
56.0,NORTH DAKOTA STATE,1.0,Summit League,▼31(LW: 25),2017,Indoor Track,Women,I,FINAL - March 11th
56.0,UCF,1.0,American,NR,2017,Indoor Track,Women,I,FINAL - March 11th
56.0,HARVARD,1.0,Ivy League,▼26(LW: 30),2017,Indoor Track,Women,I,FINAL - March 11th
56.0,VILLANOVA,1.0,Big East,▼31(LW: 25),2017,Indoor Track,Women,I,FINAL - March 11th
1.0,OREGON,62.0,MPSF,◀▶(LW: 1),2016,Indoor Track,Men,I,FINAL - March 12th
2.0,ARKANSAS,39.0,SEC,▲1(LW: 3),2016,Indoor Track,Men,I,FINAL - March 12th
3.0,TENNESSEE,34.0,SEC,▲14(LW: 17),2016,Indoor Track,Men,I,FINAL - March 12th
4.0,LSU,28.0,SEC,▲3(LW: 7),2016,Indoor Track,Men,I,FINAL - March 12th
5.0,TEXAS,25.0,Big 12,▲1(LW: 6),2016,Indoor Track,Men,I,FINAL - March 12th
6.0,WASHINGTON,24.0,MPSF,▲32(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
7.0,FLORIDA,21.0,SEC,▼5(LW: 2),2016,Indoor Track,Men,I,FINAL - March 12th
8.0,VIRGINIA,18.0,ACC,▲15(LW: 23),2016,Indoor Track,Men,I,FINAL - March 12th
8.0,STANFORD,18.0,MPSF,NR,2016,Indoor Track,Men,I,FINAL - March 12th
10.0,TEXAS A&M,17.0,SEC,▼6(LW: 4),2016,Indoor Track,Men,I,FINAL - March 12th
11.0,SYRACUSE,16.0,ACC,▲46(LW: 57),2016,Indoor Track,Men,I,FINAL - March 12th
12.0,SOUTHEASTERN LOUISIANA,15.5,Southland,NR,2016,Indoor Track,Men,I,FINAL - March 12th
13.0,PURDUE,15.0,Big Ten,▲18(LW: 31),2016,Indoor Track,Men,I,FINAL - March 12th
14.0,NC STATE,14.0,ACC,NR,2016,Indoor Track,Men,I,FINAL - March 12th
15.0,VIRGINIA TECH,13.5,ACC,▲13(LW: 28),2016,Indoor Track,Men,I,FINAL - March 12th
16.0,COLORADO,13.0,MPSF,▲12(LW: 28),2016,Indoor Track,Men,I,FINAL - March 12th
16.0,HOUSTON,13.0,American,NR,2016,Indoor Track,Men,I,FINAL - March 12th
18.0,TCU,12.0,Big 12,▼11(LW: 7),2016,Indoor Track,Men,I,FINAL - March 12th
19.0,BYU,11.5,MPSF,▲19(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
20.0,WISCONSIN,10.0,Big Ten,▼2(LW: 18),2016,Indoor Track,Men,I,FINAL - March 12th
20.0,TEXAS TECH,10.0,Big 12,▼15(LW: 5),2016,Indoor Track,Men,I,FINAL - March 12th
20.0,AKRON,10.0,Mid-American,▼11(LW: 9),2016,Indoor Track,Men,I,FINAL - March 12th
23.0,SOUTHERN ILLINOIS,9.5,Missouri Valley,▲33(LW: 56),2016,Indoor Track,Men,I,FINAL - March 12th
24.0,OHIO STATE,9.0,Big Ten,NR,2016,Indoor Track,Men,I,FINAL - March 12th
24.0,GEORGIA,9.0,SEC,▼9(LW: 15),2016,Indoor Track,Men,I,FINAL - March 12th
24.0,OKLAHOMA STATE,9.0,Big 12,▼11(LW: 13),2016,Indoor Track,Men,I,FINAL - March 12th
27.0,SOUTHERN CALIFORNIA,8.0,MPSF,▼18(LW: 9),2016,Indoor Track,Men,I,FINAL - March 12th
27.0,MIDDLE TENNESSEE,8.0,Conference USA,NR,2016,Indoor Track,Men,I,FINAL - March 12th
27.0,USF,8.0,American,▲24(LW: 51),2016,Indoor Track,Men,I,FINAL - March 12th
27.0,AIR FORCE,8.0,Mountain West,NR,2016,Indoor Track,Men,I,FINAL - March 12th
27.0,SOUTH ALABAMA,8.0,Sun Belt,NR,2016,Indoor Track,Men,I,FINAL - March 12th
27.0,OLE MISS,8.0,SEC,▲1(LW: 28),2016,Indoor Track,Men,I,FINAL - March 12th
27.0,ARIZONA,8.0,MPSF,NR,2016,Indoor Track,Men,I,FINAL - March 12th
34.0,CLEMSON,7.0,ACC,▲4(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
34.0,COLORADO STATE,7.0,Mountain West,NR,2016,Indoor Track,Men,I,FINAL - March 12th
34.0,BAYLOR,7.0,Big 12,▼16(LW: 18),2016,Indoor Track,Men,I,FINAL - March 12th
37.0,IOWA,6.0,Big Ten,▲14(LW: 51),2016,Indoor Track,Men,I,FINAL - March 12th
37.0,PENN,6.0,Ivy League,NR,2016,Indoor Track,Men,I,FINAL - March 12th
37.0,FLORIDA STATE,6.0,ACC,▲1(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
40.0,KANSAS STATE,5.5,Big 12,NR,2016,Indoor Track,Men,I,FINAL - March 12th
41.0,LIU,5.0,Northeast,NR,2016,Indoor Track,Men,I,FINAL - March 12th
41.0,UCLA,5.0,MPSF,▲21(LW: 62),2016,Indoor Track,Men,I,FINAL - March 12th
41.0,NORTHERN ARIZONA,5.0,Big Sky,▲5(LW: 46),2016,Indoor Track,Men,I,FINAL - March 12th
44.0,WAKE FOREST,4.0,ACC,NR,2016,Indoor Track,Men,I,FINAL - March 12th
44.0,CINCINNATI,4.0,American,▲7(LW: 51),2016,Indoor Track,Men,I,FINAL - March 12th
44.0,MINNESOTA,4.0,Big Ten,▼26(LW: 18),2016,Indoor Track,Men,I,FINAL - March 12th
44.0,LOUISVILLE,4.0,ACC,▼13(LW: 31),2016,Indoor Track,Men,I,FINAL - March 12th
44.0,BOISE STATE,4.0,Mountain West,NR,2016,Indoor Track,Men,I,FINAL - March 12th
44.0,NEBRASKA,4.0,Big Ten,▼31(LW: 13),2016,Indoor Track,Men,I,FINAL - March 12th
50.0,MILWAUKEE,3.5,Horizon,NR,2016,Indoor Track,Men,I,FINAL - March 12th
51.0,NORTH CAROLINA,3.0,ACC,◀▶(LW: 51),2016,Indoor Track,Men,I,FINAL - March 12th
51.0,MISSISSIPPI STATE,3.0,Independent,▼13(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
51.0,KENNESAW STATE,3.0,Atlantic Sun,▼13(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
51.0,AUBURN,3.0,SEC,▼5(LW: 46),2016,Indoor Track,Men,I,FINAL - March 12th
51.0,UTEP,3.0,Conference USA,▼20(LW: 31),2016,Indoor Track,Men,I,FINAL - March 12th
51.0,SOUTH CAROLINA,3.0,SEC,NR,2016,Indoor Track,Men,I,FINAL - March 12th
51.0,VILLANOVA,3.0,Big East,▼5(LW: 46),2016,Indoor Track,Men,I,FINAL - March 12th
58.0,PROVIDENCE,2.0,Big East,NR,2016,Indoor Track,Men,I,FINAL - March 12th
58.0,EASTERN MICHIGAN,2.0,Mid-American,▼35(LW: 23),2016,Indoor Track,Men,I,FINAL - March 12th
58.0,MICHIGAN,2.0,Big Ten,▲4(LW: 62),2016,Indoor Track,Men,I,FINAL - March 12th
58.0,PENN STATE,2.0,Big Ten,▼46(LW: 12),2016,Indoor Track,Men,I,FINAL - March 12th
58.0,WILLIAM & MARY,2.0,Independent,NR,2016,Indoor Track,Men,I,FINAL - March 12th
58.0,WESTERN KENTUCKY,2.0,Conference USA,NR,2016,Indoor Track,Men,I,FINAL - March 12th
64.0,YOUNGSTOWN STATE,1.0,Horizon,NR,2016,Indoor Track,Men,I,FINAL - March 12th
64.0,ALABAMA,1.0,SEC,▼26(LW: 38),2016,Indoor Track,Men,I,FINAL - March 12th
64.0,MONMOUTH,1.0,Metro Atlantic,▼41(LW: 23),2016,Indoor Track,Men,I,FINAL - March 12th
64.0,ILLINOIS,1.0,Big Ten,▼41(LW: 23),2016,Indoor Track,Men,I,FINAL - March 12th
64.0,RUTGERS,1.0,Big Ten,NR,2016,Indoor Track,Men,I,FINAL - March 12th
64.0,NOTRE DAME,1.0,ACC,NR,2016,Indoor Track,Men,I,FINAL - March 12th
